delta_t,meanB,meanBR,meanR,stdB,stdR,stdRB
1.25e-08,2.580868933333334,1.0940652016666668,2.0123367666666665,0.28466620838319084,0.06427564604404133,0.0961786437683153
2.5e-08,7.2934999,1.0952773299999998,2.1977174666666666,0.5576790057180057,0.07837978239858089,0.08459599431504089
3.75e-08,8.720589133333332,1.1029557366666665,2.660200066666667,0.611843549605547,0.0862423187207353,0.0786938886868393
5e-08,3.8302183999999992,1.0911524650000002,2.0738929999999995,0.3282335819008164,0.077243784823117,0.08976541137478254
6.25e-08,2.564446633333334,1.0995106533333332,1.9446584,0.33887549376090753,0.05507241282202915,0.09058455387339216
7.5e-08,2.6149546000000004,1.09485994,1.9307047000000002,0.25458182884128505,0.07597791815878696,0.08012936341157591
8.75e-08,2.6274007000000013,1.1039910150000003,1.9218241333333332,0.2976972136338252,0.060120309939172986,0.09195370348482224
1e-07,2.5554006333333334,1.1191456600000005,1.9295125333333334,0.23109117221037578,0.0708887826385968,0.09076182093265354
1.125e-07,2.4744859333333338,1.071576996666667,1.9422492666666666,0.27207553639898524,0.07011458881665704,0.09822925018966595
1.25e-07,2.6296052,1.0878175749999999,1.9190551666666662,0.3845576167348138,0.07461908407419796,0.08463115785774099
1.375e-07,2.5236848,1.1083558000000004,1.9040161333333334,0.28923854876432586,0.05664282555436498,0.09960599546029346
1.5e-07,2.5169081000000006,1.0817871133333334,1.9073300666666668,0.2760657436058,0.08953508114623131,0.08876226844339598
1.625e-07,2.573714566666667,1.0754306483333336,1.9001803666666666,0.2806441700781357,0.06843240288610035,0.11286636416860057
1.75e-07,2.488413833333334,1.0926441649999998,1.8909374999999997,0.2629316724298138,0.06815977285112287,0.08792694020279912
1.875e-07,2.506130033333333,1.108879681666667,1.9037632666666666,0.27567923008700806,0.08459997946175217,0.08891504247950305
2e-07,2.5726906666666665,1.1086431650000002,1.9073500666666665,0.27339400640532624,0.07557336786414172,0.09794150409992493
2.25e-07,2.5535282666666665,1.0816842583333333,1.8945205333333328,0.23024174648470874,0.042204947327482305,0.06297325499258473
2.5e-07,2.533157766666667,1.0879268199999999,1.8952596,0.20416997107437768,0.05032538631386749,0.06233130206875139
2.75e-07,2.553043266666668,1.0864711149999997,1.8980461666666668,0.18140083531338977,0.05361525411117209,0.06394973884612513
3e-07,2.487827166666667,1.0834727549999996,1.8884771999999999,0.1637369473238673,0.05383359191582889,0.07350520242092035
3.25e-07,2.462926133333333,1.0908476816666668,1.8727484333333337,0.16841905735965737,0.045235455606329654,0.06368071491220997
3.5e-07,2.519645433333334,1.0910543666666668,1.8982524666666665,0.20130491622125263,0.05646760784068054,0.059261173731068546
3.75e-07,2.4570622666666666,1.0871137483333333,1.8848593000000002,0.1824992336434929,0.0641095584844933,0.06847809096546985
3.999999e-07,2.4650347333333333,1.0984252583333336,1.8860065000000008,0.21568093215425627,0.06054245805204256,0.07013299005917328
4.5e-07,2.5029141,1.0936714200000002,1.8910582000000005,0.16620959448887623,0.05098749382963108,0.05477600906874832
4.999999e-07,2.460476666666666,1.099055303333333,1.8995138333333337,0.15483276597075812,0.04559644299656379,0.04195993442315327
5.499999e-07,2.4641317,1.0895202933333334,1.8996065666666666,0.17733642808593125,0.04511065643480361,0.051419088279943494
5.999999e-07,2.4910194333333333,1.1089753333333334,1.8890398666666668,0.17164947514817974,0.03835003174421402,0.051820217604607664
6.499999e-07,2.461636833333334,1.0971153616666667,1.8815424,0.14614905165003825,0.03907826772994593,0.05143794532042821
