delta_t,meanAB,meanCD,meanCorr,stdAB,stdCD,stdCorr
1.25e-08,1.7054827333333333,1.4190003999999996,1.04295991,0.137555653003656,0.022645603734647184,0.0365893491469476
2.5e-08,3.9386238000000007,1.4763039999999998,1.041525765,0.1223490041982089,0.03214336945727169,0.03585723182192972
3.75e-08,4.4350214999999995,1.6708114666666667,1.0512197200000002,0.15840382306281836,0.027711414153417414,0.04595279579347993
5e-08,2.2550509999999995,1.4283937333333334,1.0427204133333332,0.11360053418037552,0.022865994486621886,0.040797097325044517
6.25e-08,1.7309249000000002,1.3730610666666665,1.0460738166666668,0.08695839208125153,0.02530245399288818,0.04381542371295052
7.5e-08,1.764180366666667,1.3717974333333334,1.0477837116666668,0.10323713552060075,0.02213381861418305,0.04021952923958331
8.75e-08,1.7636485,1.3664005000000001,1.049941168333333,0.11244174231715139,0.024038534636079648,0.0384757556536082
1e-07,1.7239899,1.3479288999999999,1.039894553333333,0.10850649922634434,0.02587055656578213,0.04184120495922834
1.125e-07,1.721613333333333,1.3491301666666664,1.0394160916666666,0.10345515596119678,0.025606712866073925,0.03846705508009112
1.25e-07,1.7320515333333326,1.3464347666666663,1.0481128216666666,0.0918906776565622,0.022868495984189472,0.037473696724494146
1.375e-07,1.7602250333333331,1.3497332,1.0576093883333328,0.1271557277400389,0.027326039737949594,0.03443152955821689
1.5e-07,1.7167132,1.3473212666666667,1.0530657949999997,0.09091553157057379,0.02063342625924149,0.04076724946811032
1.625e-07,1.6788050666666665,1.3451447333333337,1.0574221183333332,0.09779851209261256,0.02287315197188373,0.038734587963126225
1.75e-07,1.6953354333333335,1.3435186666666667,1.0506716766666666,0.12080179801302166,0.025021815539422582,0.04058584484312385
1.875e-07,1.7137776999999998,1.3462350000000003,1.0526751533333334,0.09874976125748353,0.021219506649935726,0.041143791050839686
2e-07,1.7324944000000004,1.346867933333333,1.0558262033333332,0.11591694233562237,0.02645203929748246,0.03324919153963981
2.25e-07,1.7062266,1.3447962000000002,1.0453763533333336,0.06216158271612245,0.018096663232761972,0.03202453952764176
2.5e-07,1.6932443333333336,1.3379152333333333,1.045230773333333,0.07157068043472052,0.02115147338080469,0.029997367509904737
2.75e-07,1.704170766666667,1.3426334999999996,1.0483244433333332,0.07215003150874032,0.021653576597181347,0.028402628293084466
3e-07,1.7106773666666664,1.3378574333333335,1.052325066666667,0.09438734129514167,0.019278843216824198,0.025096435211650184
3.25e-07,1.672865933333333,1.335679933333334,1.043864815,0.06746917686763011,0.016507863457422,0.025541567399096875
3.5e-07,1.7123249666666667,1.331191133333333,1.0407725250000004,0.060803653133389556,0.022122664849626238,0.022127478151607673
3.75e-07,1.7124911,1.3409525999999998,1.044005333333333,0.08496169966377007,0.016701334975783615,0.02735176196330362
3.999999e-07,1.6850435666666663,1.334797066666667,1.0481663383333333,0.07530548008597311,0.017167558146949417,0.023518839590925756
