delta_t,meanAB,meanCD,meanCorr,stdAB,stdCD,stdCorr
1.25e-08,1.2912062083333338,1.1692199583333336,1.0215515520833336,0.048295270263573394,0.010229118842301661,0.02152952694930451
2.5e-08,2.057443875,1.1918874999999998,1.0244236645833336,0.06813849551484126,0.011386354014784522,0.02147652931994881
3.75e-08,2.2967452500000003,1.2615695833333336,1.0187190291666668,0.06274032618543009,0.01164009800902565,0.018252501525121596
5e-08,1.4942406250000004,1.1724915833333334,1.0241458000000006,0.05879478667847777,0.011237053075712905,0.018402289237743855
6.25e-08,1.29233875,1.15106075,1.0255143833333331,0.034038327114751576,0.012168775760972566,0.019794793238588574
7.5e-08,1.2801280416666667,1.1514207916666668,1.0208471541666662,0.05005765198288798,0.010386760483018617,0.018409061752333627
8.75e-08,1.2999892083333333,1.1491387916666669,1.0185425916666668,0.0476453468880393,0.012256530147160922,0.024393597992914663
1e-07,1.2787939166666666,1.1493977916666667,1.0285813395833332,0.036965677670776194,0.009489718229831521,0.02217818466997976
1.125e-07,1.2791137083333335,1.1472680833333335,1.0251482687500004,0.050989409095156854,0.012002775834908172,0.022136135226744787
1.25e-07,1.281359125,1.1454817916666669,1.02357426875,0.060998589898532705,0.01153853269115837,0.02079862125328421
1.375e-07,1.283129083333333,1.1421516666666667,1.0245409895833333,0.04521646587243477,0.01487982113094403,0.01843229753969283
1.5e-07,1.270804125,1.1481499583333334,1.0234974249999997,0.03959137261798387,0.009995556744037026,0.019674732074028138
1.625e-07,1.2719370416666664,1.144108583333333,1.0201365,0.03803574451034969,0.011029318110973864,0.02214108584557789
1.75e-07,1.2656016666666663,1.1397303750000003,1.0258785166666666,0.05225392348878905,0.014024277030719798,0.024887925029254774
1.875e-07,1.2637038749999998,1.147979875,1.02345366875,0.04797521054262686,0.012747661963122554,0.018512746257186734
2e-07,1.2805060416666667,1.1433936250000003,1.020304185416667,0.045246470904258734,0.010549540794952902,0.019971557293258637
2.25e-07,1.2842864583333335,1.1440117083333334,1.0230939291666667,0.03432026970923932,0.00919392297244567,0.013294019430445633
2.5e-07,1.2720074166666666,1.14086925,1.0161867000000002,0.026117650101538395,0.008382931688108875,0.017041815990600874
2.75e-07,1.2751241249999998,1.1440215833333334,1.0254063666666668,0.030123947925352904,0.009802553693284324,0.0147269519775865
3e-07,1.2688665416666665,1.1438159583333334,1.0259811083333332,0.033089931580440976,0.009289811796080492,0.015386921970348624
3.25e-07,1.2721380833333333,1.1412694999999997,1.0251831875,0.03852411312186679,0.010690147578494881,0.014762752676494427
3.5e-07,1.2925999166666666,1.1418614999999999,1.024203591666667,0.03826354760834897,0.009046817967292875,0.01256933857494487
3.75e-07,1.2660949166666664,1.1400640416666665,1.0246925687500001,0.03695222296416084,0.0088246575121416,0.01376915607523684
3.999999e-07,1.2862437916666665,1.1386423333333335,1.0234680208333333,0.032246152851902576,0.007340992466205716,0.01083849636805769
4.5e-07,1.275239,1.1404337916666667,1.0230244229166663,0.029729105001103998,0.0066175426140119425,0.011364590570885085
4.999999e-07,1.2677615,1.1409321250000002,1.0209677291666668,0.022862800265934208,0.005169341578902973,0.009226045692177635
5.499999e-07,1.2763115,1.1421322916666663,1.021508125,0.022474190960595945,0.005811749725621699,0.008488927542258107
5.999999e-07,1.2751983333333332,1.1431375,1.0239163125000001,0.025649096804544375,0.005259096032906553,0.009859511233144888
6.499999e-07,1.2714517083333334,1.1408114166666667,1.0242923750000001,0.02024131721150078,0.0033460158636387503,0.008997004882702631
