delta_t,meanAB,meanCD,meanCorr,stdAB,stdCD,stdCorr
1.25e-08,1.1427311739130435,1.0990184347826086,1.0252535565217389,0.019849601265630925,0.009398452429620186,0.013460526444832026
2.5e-08,1.5042887826086955,1.1155617826086957,1.0234017434782607,0.03697747525648614,0.009306976041641971,0.011613438783893433
3.75e-08,1.6080158260869566,1.1608171304347827,1.0238540130434781,0.0261026837628227,0.009612231606721087,0.012257489252052318
5e-08,1.2346901739130431,1.102359,1.0194694956521737,0.019998621453908055,0.008698718096463345,0.011534149833202426
6.25e-08,1.1280905217391308,1.087915695652174,1.0205963499999997,0.028823051598797087,0.007305629701959656,0.01189825799596677
7.5e-08,1.1357315652173914,1.0847574782608695,1.0242739717391307,0.024886911665486875,0.009572974354329885,0.014971948442230569
8.75e-08,1.1278044347826088,1.0853045652173912,1.0214726304347828,0.014553971180241916,0.006607361775856598,0.012036946695683497
1e-07,1.1348827826086956,1.086096043478261,1.0227018000000003,0.02425852154704391,0.00812381029940498,0.012415730765584372
1.125e-07,1.1260298695652173,1.0828366956521738,1.0209371195652175,0.018941058432627354,0.00712819269389412,0.010560890208270267
1.25e-07,1.126336347826087,1.0872179130434783,1.0248585869565219,0.01752032717485037,0.006993488585901464,0.01253597659187362
1.375e-07,1.1343002173913044,1.0810630869565216,1.0238080195652175,0.020097868675572717,0.007739167278612835,0.014514406360887269
1.5e-07,1.130265043478261,1.084464391304348,1.0229758695652176,0.024119828908251543,0.0091269684225383,0.01136644956154562
1.625e-07,1.1267573913043474,1.085729347826087,1.021541293478261,0.018982877787831604,0.009413059922066175,0.014388218994891516
1.75e-07,1.131506,1.0898212173913044,1.0251763891304346,0.02888931479163937,0.0076414818387451075,0.012364464959542385
1.875e-07,1.1262429565217391,1.0828447826086955,1.0259766326086959,0.021788735810402127,0.006662469968650956,0.012710614860098729
2e-07,1.1295773913043476,1.0879983043478263,1.0240014717391304,0.020157439400744992,0.009825966205106451,0.011967589181376553
2.25e-07,1.1243726956521738,1.085544782608696,1.0234608043478262,0.013355136378561642,0.004433004525900477,0.00888474460404528
2.5e-07,1.1296018695652172,1.0859003478260867,1.0220916304347825,0.014476021737024737,0.005438031034408594,0.009710791402752364
2.75e-07,1.132552086956522,1.084252043478261,1.0241640217391303,0.014701654180554379,0.007194734841041205,0.008313128648969055
3e-07,1.1278185652173913,1.083798304347826,1.0224847826086958,0.017950894709023325,0.008415745638177489,0.00927827582819381
3.25e-07,1.129017391304348,1.0841411304347826,1.0221967739130435,0.01357539939916616,0.00479185738069277,0.010017637665863974
3.5e-07,1.128212304347826,1.0859711739130433,1.0222067413043479,0.01780814810925844,0.006236810295768677,0.009406585297974857
3.75e-07,1.133040260869565,1.082960086956522,1.0226999130434786,0.014049210620614323,0.0063187385567817405,0.009487545121221887
3.999999e-07,1.128281434782609,1.0823511739130436,1.0223981173913046,0.015518281482135509,0.006233704646671026,0.009458455342829842
4.5e-07,1.1264106956521738,1.0826292608695651,1.021873,0.012278808625237165,0.004318317025410137,0.006697151185392192
4.999999e-07,1.1300342608695653,1.0842141739130435,1.0235776956521736,0.012348338427980776,0.0038905739227028256,0.007429048806424791
5.499999e-07,1.127062956521739,1.0823569130434783,1.0217828478260869,0.010118272212355584,0.0037608909549530097,0.005948901440300422
5.999999e-07,1.1298997826086956,1.0818411304347826,1.0205350652173912,0.012691694065690701,0.0036487567662847184,0.006020293241457435
6.499999e-07,1.1305857826086956,1.082790347826087,1.0222007173913044,0.011935168572994023,0.0037284071270589406,0.0071533687948954795
6.999999e-07,1.1260050434782607,1.0807905652173913,1.022616239130435,0.010955472063245125,0.0034507441519574236,0.005686285244129017
7.499999e-07,1.1310920869565215,1.0817874782608696,1.0231027826086954,0.01271138562526436,0.0039512649693766435,0.007024594928482538
7.999998e-07,1.127503347826087,1.0824286086956525,1.0229393043478263,0.01058554216478759,0.003926093021325175,0.00630496295499778
8.999999e-07,1.1243049130434783,1.0816476086956521,1.0215051086956526,0.008173068131863992,0.0024568813695968563,0.005250263199316626
9.999999e-07,1.1258080869565217,1.082082608695652,1.0220873260869565,0.007664745657387369,0.0029170368040952353,0.004331942264732031
1.1e-06,1.1240015217391306,1.0808275217391303,1.0219459347826088,0.007456501504345713,0.0032436963733634143,0.004356362595212213
1.2e-06,1.1264107826086958,1.0812956521739132,1.0213134782608695,0.008211224036045557,0.0024975416540669983,0.004759399495091295
