delta_t,meanB,meanBR,meanR,stdB,stdR,stdRB
1.25e-08,1.1580646363636367,1.0244499954545454,1.0924178181818183,0.027353545720877434,0.013101354744787288,0.014460499989673359
2.5e-08,1.2096968181818182,1.0256152909090908,1.120093909090909,0.02042582863042945,0.006892577990517915,0.012534848389223795
3.75e-08,1.3534485454545455,1.030734318181818,1.253356,0.026583051946557766,0.009802663135365548,0.011489519838793656
5e-08,1.1607813636363637,1.0256629772727273,1.1418014545454545,0.02739786434036827,0.0080836524638943,0.015141432735496813
6.25e-08,1.133859727272727,1.0214605545454545,1.0975095454545452,0.01978557903713485,0.007465663404287384,0.013516626043631937
7.5e-08,1.1465382727272726,1.0250257272727274,1.0964938181818182,0.02230730337433711,0.0063947362134547416,0.014768277532916835
8.75e-08,1.1446036363636363,1.0261851954545453,1.0961200909090911,0.015545314659657672,0.01229497754409976,0.01274245876881614
1e-07,1.1295750909090907,1.0269675636363635,1.0948115454545453,0.025290606554624704,0.008963554310891242,0.01626182708672917
1.125e-07,1.1491048181818182,1.02628205,1.0974192727272727,0.023483633719980707,0.009527860516219214,0.018340416892449935
1.25e-07,1.142201909090909,1.022627681818182,1.1012601818181817,0.026822179961756037,0.008592594981284563,0.016580379442818895
1.375e-07,1.1514845454545455,1.030047990909091,1.0938925454545456,0.014642568126488014,0.009954940978443676,0.012756702283395583
1.5e-07,1.146239090909091,1.0274765,1.0918542727272726,0.01753139499948879,0.010235918772022264,0.01695588876454003
1.625e-07,1.1369724545454545,1.0273379545454546,1.0898312727272728,0.017089870319012414,0.01026282595399451,0.014289303607553561
1.75e-07,1.125567,1.0294020000000002,1.0947582727272727,0.022991747740913882,0.009654081182125717,0.010401601865272307
1.875e-07,1.1408307272727274,1.029818681818182,1.0958695454545453,0.03556795315012177,0.008852127534344377,0.01165515833668963
2e-07,1.143003909090909,1.0313275272727276,1.0920174545454544,0.025330699227525715,0.009618680115121047,0.016632215946556624
2.25e-07,1.1375015454545454,1.026001136363636,1.0938990909090907,0.017981751852989166,0.004587748456577165,0.011530110439806373
2.5e-07,1.1329800909090908,1.0287153181818183,1.0937843636363638,0.013043752286784985,0.0065369745472507864,0.009715758901656803
2.75e-07,1.1375237272727274,1.0276703636363638,1.0888827272727273,0.010868630783472121,0.00654659870176747,0.011158103669716134
3e-07,1.123392,1.029808409090909,1.089928181818182,0.017295006736049574,0.003409715392500005,0.008093043952898933
3.25e-07,1.1368207272727273,1.0244466818181819,1.0906541818181816,0.0240667310394582,0.011094199260860143,0.00973100594812255
3.5e-07,1.1332087272727274,1.0312080454545456,1.0904637272727273,0.02444284125015269,0.007548646839496309,0.009238701175328963
3.75e-07,1.1388099999999999,1.0272810681818183,1.0914453636363637,0.01834903900381804,0.006285236298049137,0.012240728020067307
3.999999e-07,1.1420402727272725,1.0269285454545454,1.093514909090909,0.015564516860713584,0.00734404472969327,0.009564885023912284
4.5e-07,1.1389547272727272,1.0259080454545457,1.0885501818181818,0.011382976692419519,0.00399511348839106,0.006012004653398018
