delta_t,meanB,meanBR,meanR,stdB,stdR,stdBR
1.25E-08,1.325275933,1.037087677,1.143208067,0.081251351,0.010905897,0.023111535
2.50E-08,1.4535172,1.039488987,1.1936414,0.050114224,0.011768362,0.030336743
3.75E-08,1.746666933,1.055908167,1.404653667,0.071522733,0.013378318,0.026030327
5.00E-08,1.395466467,1.042192743,1.2255962,0.060748743,0.015085841,0.029187764
6.25E-08,1.2800328,1.04610312,1.153899467,0.067673138,0.013913482,0.021445881
7.50E-08,1.304649533,1.047374863,1.151425467,0.052953242,0.014748158,0.034251996
8.75E-08,1.310947533,1.039649843,1.148341667,0.039183709,0.020595601,0.028368411
1.00E-07,1.264676733,1.046036307,1.148631867,0.0780008,0.016125196,0.029831742
1.13E-07,1.2839228,1.041418527,1.145960467,0.058016939,0.018068456,0.03370863
1.25E-07,1.2833612,1.04413147,1.139810533,0.05009322,0.011084636,0.024373766
1.38E-07,1.3017758,1.044436187,1.145956867,0.070294922,0.012768185,0.029787473
1.50E-07,1.3000056,1.03921596,1.1372584,0.06444928,0.013627031,0.032689616
1.63E-07,1.2858492,1.041978277,1.1366636,0.061143809,0.010056247,0.029114587
1.75E-07,1.2786578,1.039741633,1.141016667,0.054521362,0.013249949,0.02019968
1.88E-07,1.299625933,1.045631673,1.140965333,0.071537793,0.015295384,0.024545045
2.00E-07,1.285843467,1.046413343,1.141643733,0.044337146,0.016634237,0.02927534
2.25E-07,1.270540867,1.045410827,1.147824733,0.051001703,0.009464765,0.019041378
2.50E-07,1.302320933,1.049402933,1.1384728,0.042805394,0.011388986,0.016844365
2.75E-07,1.275996667,1.049125833,1.146366733,0.053831416,0.008859651,0.020698508
3.00E-07,1.279945467,1.043407813,1.1418066,0.047688908,0.011397478,0.02738511
3.25E-07,1.282561733,1.03991216,1.143068667,0.047398696,0.009231568,0.015618776
3.50E-07,1.285145933,1.038442253,1.140462867,0.030882931,0.011211979,0.018677293
3.75E-07,1.283966667,1.043923,1.137944933,0.049537762,0.009767685,0.019431304
4.00E-07,1.285496933,1.0385444,1.144747667,0.038221416,0.010359611,0.022987172
4.50E-07,1.2910048,1.0429011,1.138548867,0.027823757,0.005811937,0.016935352
5.00E-07,1.2872488,1.041924833,1.140332533,0.022377758,0.005201765,0.012541605
5.50E-07,1.281623667,1.0449765,1.138948133,0.029923476,0.004958927,0.011802459
6.00E-07,1.278926867,1.0436862,1.137799,0.029660211,0.009296058,0.01351258
6.50E-07,1.278463,1.045327467,1.140804867,0.038299426,0.009500719,0.015701254
7.00E-07,1.276092,1.0420233,1.137175867,0.046623352,0.007916575,0.015863741
7.50E-07,1.284189067,1.043823333,1.137851333,0.033660518,0.009778296,0.014479236
8.00E-07,1.272200067,1.041303267,1.140736533,0.030547046,0.007450223,0.013794026
9.00E-07,1.276664067,1.044425233,1.141305533,0.015472751,0.007535803,0.009781754
1.00E-06,1.287317067,1.0446499,1.138708533,0.019613089,0.007227778,0.006782321
1.10E-06,1.280440333,1.0459983,1.136424133,0.021760496,0.004342402,0.009034593
1.20E-06,1.281639933,1.0437334,1.135712533,0.018789786,0.00614144,0.009473203
1.30E-06,1.282659133,1.043853,1.137488667,0.026520379,0.003614459,0.013359411
1.40E-06,1.268871067,1.0448404,1.138550667,0.02233073,0.005819732,0.01181004
1.50E-06,1.275108467,1.044839,1.136860467,0.022346154,0.006005035,0.013177779
1.60E-06,1.280212067,1.043203867,1.138221533,0.017537024,0.006579701,0.010822174
1.80E-06,1.271095133,1.0445692,1.1367078,0.016416998,0.004612148,0.006130905
2.00E-06,1.2782812,1.0427682,1.138138533,0.013263328,0.00445915,0.006494365
2.20E-06,1.279939067,1.043458533,1.136054333,0.01416317,0.004769296,0.007208327
2.40E-06,1.272211267,1.043688833,1.136237133,0.010817918,0.004486963,0.006683415
2.60E-06,1.268424,1.042960467,1.1360458,0.01286325,0.003833735,0.008379399
2.80E-06,1.272419,1.0418865,1.137296533,0.015596579,0.00435002,0.006790717
3.00E-06,1.276631133,1.043822433,1.138410467,0.011039084,0.003889815,0.005427584
3.20E-06,1.267544533,1.044138333,1.1370768,0.0143952,0.004014144,0.006043302
3.60E-06,1.2683152,1.044482233,1.135626467,0.012518146,0.003188903,0.005201546
4.00E-06,1.265632067,1.0435395,1.134282867,0.013950641,0.002385026,0.004471938
4.40E-06,1.268697733,1.0446197,1.135164133,0.01227542,0.004320652,0.004081552
4.80E-06,1.2686808,1.042185,1.1357488,0.007953586,0.002592205,0.004605599
5.20E-06,1.266996333,1.042477733,1.135039667,0.012361907,0.003377694,0.005900427
5.60E-06,1.263618867,1.0440683,1.134264133,0.013618307,0.002929513,0.004950201
6.00E-06,1.261015333,1.043076633,1.1346428,0.009673031,0.002761591,0.005681753
6.40E-06,1.263591867,1.043119,1.134460133,0.010570634,0.002450037,0.004909788
7.20E-06,1.265398333,1.042543233,1.1331594,0.005748602,0.002096359,0.003645231
8.00E-06,1.263500333,1.0435086,1.133465867,0.008218396,0.002748795,0.004540171
8.80E-06,1.258405933,1.0442298,1.133142267,0.009357535,0.003175614,0.004488281
9.60E-06,1.258699733,1.043428833,1.132675733,0.006089661,0.002470057,0.003804054
1.04E-05,1.257530867,1.044273833,1.132728333,0.006811568,0.002410345,0.003638978
1.12E-05,1.2592888,1.0449864,1.132314267,0.007279256,0.002977652,0.003316855
1.20E-05,1.258750467,1.044306267,1.131998067,0.006944826,0.002115429,0.003278128
1.28E-05,1.2547554,1.0439615,1.132541333,0.007672397,0.002064935,0.003674063
1.44E-05,1.256197933,1.0440469,1.131143933,0.005502239,0.002177813,0.002795924
