delta_t,meanB,meanBR,meanR,stdB,stdR,stdBR
1.25E-08,1.139503733,1.0166261,1.048834467,0.023255577,0.005156805,0.00782964
2.50E-08,1.1870786,1.019666433,1.0615262,0.014900025,0.005455288,0.008042048
3.75E-08,1.2682466,1.019609033,1.124388267,0.01675688,0.006038797,0.010502739
5.00E-08,1.1496154,1.018230333,1.0723094,0.019647938,0.005789787,0.009715826
6.25E-08,1.1260216,1.0191143,1.0526126,0.023934303,0.004523125,0.007517504
7.50E-08,1.125497133,1.020257567,1.050050667,0.01840674,0.005098899,0.009423052
8.75E-08,1.128492467,1.018805267,1.0488212,0.01841009,0.004915599,0.00883765
1.00E-07,1.136909267,1.015965567,1.051981133,0.01383081,0.003750844,0.006292026
1.13E-07,1.139252667,1.019930533,1.0491292,0.01727437,0.004069942,0.007360472
1.25E-07,1.1234998,1.01820263,1.049996267,0.016446861,0.004063547,0.009188056
1.38E-07,1.1278728,1.017021633,1.050155733,0.021256409,0.005321692,0.008714492
1.50E-07,1.124862067,1.017121133,1.049933333,0.012505488,0.005413652,0.009035886
1.63E-07,1.121388,1.0184843,1.0463042,0.019431421,0.004833538,0.00837223
1.75E-07,1.124507333,1.020295233,1.0492066,0.023191909,0.003825635,0.008000537
1.88E-07,1.134640867,1.0167078,1.0495436,0.023196004,0.00371664,0.007930936
2.00E-07,1.1215232,1.0192696,1.050956067,0.016662734,0.004051357,0.008683991
2.25E-07,1.125247267,1.0203592,1.049620733,0.01275492,0.00332665,0.00662897
2.50E-07,1.131163867,1.020055467,1.048427867,0.014147422,0.004029768,0.006287995
2.75E-07,1.130132667,1.0157585,1.0483692,0.012147824,0.003848447,0.005558338
3.00E-07,1.121338,1.017390733,1.048268,0.012994041,0.002912303,0.005982783
3.25E-07,1.1227634,1.0194078,1.0482162,0.010944596,0.00284619,0.00600809
3.50E-07,1.130015933,1.016617167,1.0480464,0.01107533,0.00313347,0.00636912
3.75E-07,1.127582,1.017565067,1.0482964,0.012619929,0.002600278,0.005049301
4.00E-07,1.1266626,1.018923333,1.049410867,0.012843095,0.002877406,0.005406661
4.50E-07,1.123267067,1.019063233,1.047418733,0.010692484,0.002595635,0.004089248
5.00E-07,1.122295133,1.0174289,1.048459867,0.00857813,0.002156411,0.003135582
5.50E-07,1.120677133,1.017840667,1.0481808,0.01059552,0.002493275,0.004551331
6.00E-07,1.1240108,1.017735033,1.048365933,0.006851679,0.002155675,0.004446375
6.50E-07,1.1202606,1.018806667,1.049121533,0.006396279,0.002385644,0.004249105
7.00E-07,1.120898467,1.0184074,1.048515867,0.007749833,0.002693806,0.004791207
7.50E-07,1.121591067,1.0185938,1.047535867,0.009323363,0.002085115,0.004130117
8.00E-07,1.120344933,1.018762167,1.048288467,0.006255862,0.00219706,0.004094234
9.00E-07,1.1239424,1.017469033,1.048444867,0.007321043,0.001749618,0.002847301
1.00E-06,1.1222752,1.017837733,1.048306533,0.00595479,0.001505708,0.00321466
1.10E-06,1.1223392,1.018575567,1.0481192,0.004288475,0.001755791,0.003723801
1.20E-06,1.1239184,1.018923667,1.047600333,0.006858777,0.00142135,0.003040014
1.30E-06,1.118726067,1.0179217,1.047663867,0.007016373,0.001924908,0.003449882
1.40E-06,1.1235796,1.0174847,1.048208133,0.007445906,0.001247397,0.002611526
1.50E-06,1.120334467,1.018148167,1.047219067,0.00735867,0.001599913,0.003518088
1.60E-06,1.121512333,1.018185133,1.0473392,0.006897484,0.001816417,0.002613171
1.80E-06,1.1186924,1.0187794,1.0473804,0.004028482,0.001030081,0.002634916
2.00E-06,1.120633133,1.0180687,1.047318067,0.004345917,0.001148423,0.002387694
2.20E-06,1.119665667,1.018592233,1.047495467,0.005784392,0.000725356,0.002491792
2.40E-06,1.120139667,1.017804833,1.047084,0.005574744,0.001317555,0.002382641
2.60E-06,1.1210346,1.018344167,1.046815533,0.004582236,0.001012113,0.002106365
2.80E-06,1.121331333,1.018577033,1.047059733,0.00421001,0.001019338,0.001837958
3.00E-06,1.116363533,1.018640667,1.046737733,0.005773281,0.001352639,0.002498467
3.20E-06,1.1199834,1.018297633,1.046709067,0.002929196,0.001339108,0.002196292
3.60E-06,1.117870933,1.017887767,1.0469444,0.003826186,0.000880159,0.001520121
4.00E-06,1.117035333,1.0184456,1.0469078,0.0031994,0.000866416,0.001839487
4.40E-06,1.117325133,1.017714167,1.046873267,0.004174359,0.000709288,0.001791034
4.80E-06,1.11639,1.018543833,1.046927667,0.003439883,0.000815329,0.001694422
5.20E-06,1.116522867,1.018298433,1.0467724,0.004000771,0.000890209,0.001848994
5.60E-06,1.116309933,1.017884967,1.046560133,0.003173841,0.001313696,0.001052048
6.00E-06,1.115643333,1.018165167,1.046601933,0.004259886,0.000606446,0.001288268
6.40E-06,1.1147548,1.017748,1.046262133,0.002806627,0.000792625,0.00161636
7.20E-06,1.114985533,1.0178341,1.046170933,0.002160357,0.000798877,0.001161844
8.00E-06,1.113937533,1.018474733,1.0460112,0.00317359,0.000489473,0.001068307
8.80E-06,1.112887067,1.017964433,1.046075533,0.003085954,0.00064676,0.000876127
9.60E-06,1.112876467,1.018288833,1.046023733,0.002704058,0.000618125,0.001454474
1.04E-05,1.112619,1.018503267,1.045919467,0.002490635,0.000669684,0.001130132
1.12E-05,1.1107486,1.0180606,1.045685,0.003031892,0.000613827,0.001437643
1.20E-05,1.111415933,1.017759767,1.045900867,0.00299831,0.000619798,0.001083817
1.28E-05,1.109860333,1.018300933,1.045293467,0.002150367,0.000524516,0.000893676
